text,Tweet_Id,User_Id,No. of Retweets,No. of Likes,Is Verified,Follower Count,Is Rumour,Score,Prediction
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241301911162073088,1130686035786997760,42,0,False,20,0,1.0161290322580645,False
@PIBFactCheck @PIB_India @DelhiPolice @DDNewslive @airnewsalerts @HMOIndia Let such new spread fake or true.,1241301867604226048,102623759,0,0,False,146,0,0.4066141732283464,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241301863921680384,2192597881,215,0,False,3726,0,0.08183202232935803,False
@BBTheorist @SSatyanweshi @sarthakraizada @solicitorNikunj @pradosh_shetty @DelhiPolice Good job🙏🙏,1241301829708742656,844229492000395265,0,0,False,1006,0,0.6387499999999999,False
"@DelhiPolice भी काफ़ी creative हो गई है
🤣🤣🤣🤣 https://t.co/2IC1eBdUY2",1241301815708147712,301387018,0,0,False,269,0,0.5607715133531157,False
"Mass report this loser's both accounts ...Eselog hi rapists hote h .. abusing girls and their parents!
 Arrest him n Suspend his accounts ..

#KallaSohnaNai @MumbaiPolice @DelhiPolice @Twitter @TwitterSupport https://t.co/ijF4kkUi9S",1241301785542676481,1196849265550561280,6,9,False,278,0,0.04607508532423208,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241301770933899265,844229492000395265,215,0,False,1006,0,0.2641277641277641,False
"This Fake Doc who is spreading lie about Corona virus &amp; encourage pple to come out their homes
1 of my friend got into his hoax earlier n paid fr it
@DelhiPolice pls look out

Science Has An Answer To Corona Scare - Dr. Biswaroop Roy Chowdhury https://t.co/0ozQ5m4HEW via @YouTube https://t.co/p4ChP9UBWB",1241301756396666880,3667108055,27,0,False,248,0,0.14727272727272728,False
"Why step outside when you know the risk?

घर से बाहर मत निकलो न 
#CoronaStopKaroNa 

Stay indoors, while we are at work for your safety! 

#HelpUsToHelpYou #JanataCurfewMarch22
#Covid_19 

@CPDelhi
@LtGovDelhi 
@DelhiPolice https://t.co/mBqjaNGZyD",1241301746963513344,1850705408,20,0,True,465228,0,1.0,False
"Why step outside when you know the risk?

घर से बाहर मत निकलो न 
#CoronaStopKaroNa 

Stay indoors, while we are at work for your safety! 

#HelpUsToHelpYou #JanataCurfewMarch22
#Covid_19 

@CPDelhi @LtGovDelhi @DelhiPolice https://t.co/oJMExKiWmx",1241301720879124481,1234670669083734016,94,0,False,0,0,1.5,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241301718492573696,159796999,42,0,False,349,0,0.16112531969309463,False
@RailMinIndia @DelhiPolice https://t.co/kyZHNHi3F1,1241301700796755968,904874880084066304,0,0,False,237,0,0.5797909407665505,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241301695939792896,1105712702356258818,10,0,False,42,0,0.28846153846153844,False
"@DelhiPolice great action 
#LockDownIndia https://t.co/hq0H8n3xR7",1241301599042957313,475825652,0,1,False,1439,1,0.00034722222222222224,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241301576221782016,4358478913,42,0,False,1815,0,0.033925686591276254,False
"शाहीनबाग की महिलाएं जनता कर्फ्यू में शामिल नहीं होंगी।।
आदरणीय @AmitShah जी,
ये महिलाएं शाहीनबाग से बलपूर्वक क्यों नहीं हटवाई जा रहीं🤔
क्यों @DelhiPolice इनसे वार्ता करने जाती है?
क्यों भूल जाते हो,कि इन्हीं की सहेलियों ने हेड कांस्टेबल की हत्या कर दी😠
https://t.co/IWWVWib9fK",1241301528201191426,4709547614,228,0,False,364,0,0.5777027027027027,False
"@DelhiPolice , is there any provision for fine or penalty if is any one come out side.",1241301488732753921,1060875396571369472,0,0,False,14,0,0.10659999999999999,False
"@DelhiPolice sir, pls give instructions to private insurance companies. Because of the pressure of senors, sales people are forced to work in the field. Which may cause a big reason of this corona infection to them as well others.
#Coronaindia 
#Coronadelhi",1241301479929061377,1063968639160864769,0,0,False,6,0,0.02574144486692015,False
Is this real notice or what @DelhiPolice https://t.co/oWvyWl5nvD,1241301463793430529,4813127362,4,0,False,45,0,0.12244897959183673,False
"@DelhiPolice @LtGovDelhi 
Sir few vendors of saturday weekly market are assembling for the saturday weekly market in dwarka sec 23 near the indian heights school. Which may be Disastrous amid covid 19. Kindly do the needful. Thanks",1241301454922498049,1177862060887044096,0,0,False,4,0,0.021744680851063826,False
"@dtptraffic @DelhiPolice @DCPNewDelhi @dcp_southwest 
Sir,

Beggers and other people are on traffic signals. Please take some action.

Thank you https://t.co/gO9zJ2OOQI",1241301451265073152,2512990734,0,0,False,1378,0,0.6250194049159119,False
"@smittal_ips @drharshvardhan @narendramodi @DelhiPolice सरकार ने इसे गंभीरता से लेते हुए अल्कोहल की कीमत तय कर दी है। आवश्यक वस्तु अधिनियम के तहत, अल्कोहल उत्पादकों के लिए 5 मार्च को अल्कोहल की जो कीमत थी वही 30 जून 2020 तक के लिए तय कर दी है। इससे हैंड सेनेटाइजर और अल्कोहल की कीमतों को नियंत्रित करने में मदद मिलेगी।",1241301434471075841,1103641379450679298,54,0,False,15,0,1.173913043478261,False
@DelhiPolice is Shaheen bagh protest group denying to leave the place even aftr CM Delhi &amp; PM appeals in wake of spread of Pandemic a conspiracy to infect themselves and turn into potential Biological weapon to bring down the entire populace by spreading the pandemic.Low cost War,1241301415730929665,66320101,0,0,False,146,0,0.24427906976744185,False
निर्भया के दोषियो को फाँसी मिलगया जिन मुस्लिमो आतंकियो ने हजारो हिन्दुओ को बेरहमी कत्ल किया घर जलाये आतंकियो मुस्लिमो को फाँसी कबहोगा @HMOIndia  @smritiirani @narendramodi @PMOIndia @AmitShah @rashtrapatibhvn @Swamy39 @myogiadityanath @DelhiPolice @realDonaldTrump @supremecour_t,1241301384034521088,1022839997315960833,2,0,False,574,1,0.005208333333333333,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241301374735749121,1134328485168549889,10,0,False,1171,1,0.012701100762066046,False
"Why step outside when you know the risk?

घर से बाहर मत निकलो न 
#CoronaStopKaroNa 

Stay indoors, while we are at work for your safety! 

#HelpUsToHelpYou #JanataCurfewMarch22
#Covid_19 

@CPDelhi
@LtGovDelhi 
@DelhiPolice https://t.co/mBqjaNGZyD",1241301338459258880,4852556358,20,67,False,20872,1,0.003029724700605945,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241301329022275584,3360359109,10,0,False,715,0,0.020689655172413793,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241301295937413121,87629490,215,0,True,29739,0,1.0,False
Sexual assault by delhi police. Police refusing to file an FIR calling the victim a prostitute. Batton marks reportedly found on her body. Call the numbers below and demand urgent action. @DCPSouthDelhi @DelhiPolice @HuffPostWomen @JagoriSafeDelhi https://t.co/WsN0Gv9Qmj,1241301295740252162,447058386,6,0,False,63,0,0.13043478260869565,True
@ANI @DelhiPolice क्या ये नोटिस प्रधानमंत्रीजी के आग्रह पर होने वाले #JantaCurfew  के लिए है या क़ानूनी #Curfew  होने के कारण जारी किया गया है।,1241301277666996227,374559661,0,0,False,21,0,0.09835365853658536,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241301247589662720,1171071228548800512,215,0,False,67,0,1.1436170212765957,False
In view of prevailing scenario #coronavirus all police station and barrack of Shahdara District are being fumigated with the help of MCD authority. @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/PwTdcPHLOi,1241301243768668162,1183312809657946112,14,0,False,2247,1,0.009287925696594427,False
"This Fake Doc who is spreading lie about Corona virus &amp; encourage pple to come out their homes
1 of my friend got into his hoax earlier n paid fr it
@DelhiPolice pls look out

Science Has An Answer To Corona Scare - Dr. Biswaroop Roy Chowdhury https://t.co/0ozQ5m4HEW via @YouTube https://t.co/p4ChP9UBWB",1241301177741930497,212496320,27,0,False,491,0,0.07818532818532818,False
"हमारे मोहल्लेे में आयोजित कार्यक्रम के माइक से हँस कर बोल रहा, सरकार ने 50 से ज़्यादा लोग पर रोक लगा रखी है, पर जितने आएं बढियाँ है। प्रशासन सो रहा, लोग धज्जियाँ उड़ा रहे।
वीडियो पोस्ट नहीं हो रहा।
@ArvindKejriwal @MoHFW_INDIA @DelhiPolice @bhayyi @SmokingSkills_ @Being_Humor",1241301156112064512,208156664,0,0,False,316,0,0.37831081081081075,False
"Why step outside when you know the risk?

घर से बाहर मत निकलो न 
#CoronaStopKaroNa 

Stay indoors, while we are at work for your safety! 

#HelpUsToHelpYou #JanataCurfewMarch22
#Covid_19 

@CPDelhi @LtGovDelhi @DelhiPolice https://t.co/oJMExKiWmx",1241301146695634947,717913947920138241,94,0,False,25,0,1.184873949579832,False
@CJiRanjanGoGoi I reported your account and if you don't delete this account or direct information about parody account than @DelhiPolice  give a strict action please,1241301135316652033,1111950987101519872,0,0,False,301,0,0.45473233404710917,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241301134733500416,1063101596647804929,215,0,False,187,0,0.8022388059701493,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241301111908077568,1149042832570748929,10,0,False,2,0,1.25,False
"@PIBFactCheck @PIB_India @DelhiPolice @DDNewslive @airnewsalerts @HMOIndia वैसे तो होना यही चाहीये था 🐷और🐕 ईन 
लोगो समझ नही आ रहा है?।😆",1241301083697197056,1125341959965499393,0,0,False,36,0,0.15526315789473685,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241301053263536131,389491470,215,0,False,2348,0,0.1258291065158018,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241301044006490115,176447323,10,0,False,242,0,0.05952380952380952,False
"Why step outside when you know the risk?

घर से बाहर मत निकलो न 
#CoronaStopKaroNa 

Stay indoors, while we are at work for your safety! 

#HelpUsToHelpYou #JanataCurfewMarch22
#Covid_19 

@CPDelhi @LtGovDelhi @DelhiPolice https://t.co/oJMExKiWmx",1241301011290980352,38418580,94,0,False,1451,0,0.0912621359223301,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241301000905842689,106634968,42,0,False,150,0,0.328125,False
Sexual assault by delhi police. Police refusing to file an FIR calling the victim a prostitute. Batton marks reportedly found on her body. Call the numbers below and demand urgent action. @DCPSouthDelhi @DelhiPolice @HuffPostWomen @JagoriSafeDelhi https://t.co/WsN0Gv9Qmj,1241300953183084545,3782810959,6,2,False,8530,1,0.0011712344811431249,True
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241300952411336705,723654359054225409,215,0,False,3357,0,0.09028555431131019,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300947218792450,245471850,42,0,False,45,0,0.7241379310344828,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241300919104311299,70887348,215,0,False,327,0,0.5950184501845018,False
"Why step outside when you know the risk?

घर से बाहर मत निकलो न 
#CoronaStopKaroNa 

Stay indoors, while we are at work for your safety! 

#HelpUsToHelpYou #JanataCurfewMarch22
#Covid_19 

@CPDelhi @LtGovDelhi @DelhiPolice https://t.co/oJMExKiWmx",1241300917623779331,1159782483027562497,94,0,False,7,0,1.396039603960396,False
@RailMinIndia @PMOIndia @MoHFW_INDIA @DefenceMinIndia @ArvindKejriwal @DelhiPolice @ndtv @WHO please consider this and take precautionary measure before things get out of control. Because as we can see and media report situation is getting out of control.,1241300910304718848,151530846,0,1,False,37,1,0.013157894736842105,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241300886007074816,1850705408,10,0,True,465228,0,1.0,False
"देश में कोरोना चला हुआ है और कुछ अनुसूचित जाति के लोग पार्टी बना रहे हैं। शादी कर रहे हैं, बच्चों का जन्मदिन मना रहे हैं। (किसी का नाम नहीं लूँगा आप खुद समझदार हैं)
टैगोर गार्डन, ई-ब्लॉक के समुदाय भवन में आज अभी भी पार्टी चल रही है और वह वही लोग हैं।
@DCPWestDelhi @DelhiPolice",1241300869691387905,1146730204280213504,0,0,False,14,0,0.04319587628865979,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241300864041713664,1131409123810013185,215,0,False,757,0,0.3317901234567901,False
"डॉक्टर साहब के हिसाब से कोरोना वायरस में हाथ धोना, घर मे रहना जरूरी नही है, 10k लोग मर गए, और मरेंगे  ये इनके लिए नार्मल बात है, @DelhiPolice kindly take action against @biswarooproy .He is asking people to roam at street, instead of creating awareness he is running his business https://t.co/uVVSqOqKHA",1241300829627277313,950059968413052928,4,0,False,134,0,0.043478260869565216,False
पुलिस उपायुक्त (DCP) दक्षिणी दिल्ली: दिल्ली पुलिस ने 22मार्च को लोगों पर जुर्माना लगाने की कोई एडवाइजरी जारी नहीं की है। कृपया अपने परिवार और दोस्तों को बताएं कि यह गलत और फे़क है। #RNInews #Delhi @DelhiPolice #JantaCurfewMarch22 #janta_curfew https://t.co/5d9Z7B3AAq,1241300821108609025,1196696160431329280,0,1,False,3991,1,0.000125250501002004,False
"This Fake Doc who is spreading lie about Corona virus &amp; encourage pple to come out their homes
1 of my friend got into his hoax earlier n paid fr it
@DelhiPolice pls look out

Science Has An Answer To Corona Scare - Dr. Biswaroop Roy Chowdhury https://t.co/0ozQ5m4HEW via @YouTube https://t.co/p4ChP9UBWB",1241300811348496384,950059968413052928,27,0,False,134,0,0.2515527950310559,False
"@MumbaiPolice @DelhiPolice @ArvindKejriwal please learn from Mumbai police and @Uppolice .. how active they r to control the situation and here we r just waiting for shaheen bagh to became sucide bombers by spreading this virus in community..

You and our CM Kejriwal be responsible for this",1241300802058072064,1482985729,0,0,False,113,0,0.20299504950495048,False
"@dgpup @police_haryana @Haryana_IPS @DelhiPolice @CPDelhi @CPMumbaiPolice @DadriPolice @BhiwaniPolice @IASassociation @anilvijminister @MoHFW_INDIA @ipspankajnain
Plz attention:
Agar log bina kaam ke gharo se bhar ghum rhe h to.... 
Bde chalan kro",1241300797662490626,1141445867435544576,0,0,False,5,0,0.023690476190476192,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300777995550720,1394695267,42,0,False,148,0,0.33157894736842103,False
Tihar beckons. Amanatullah Khan's  removal as Delhi Waqf Board Chairman indicates that @DelhiPolice is closing on him. https://t.co/xduHq3IiW9,1241300776703545344,2326521090,7,0,False,238,0,0.04285714285714286,False
"सोशल मीडिया पर खबर वायरल हुई कि 22 मार्च को दिल्ली में बिना किसी बड़ी वजह से अगर कोई घूमता दिखा तो उसपर दिल्ली पुलिस 11000Rs. का जुर्माना लगाएगी
अब @DelhiPolice ने इसका खंडन किया है कि ऐसा कोई नोटिफिकेशन जारी नहीं किया गया है
 @DCPSouthDelhi @NewsroomPostCom  @nikhil_anand_",1241300750753345538,1062665231858573312,1,0,False,267,1,0.005597014925373134,False
"This Fake Doc who is spreading lie about Corona virus &amp; encourage pple to come out their homes
1 of my friend got into his hoax earlier n paid fr it
@DelhiPolice pls look out

Science Has An Answer To Corona Scare - Dr. Biswaroop Roy Chowdhury https://t.co/0ozQ5m4HEW via @YouTube https://t.co/p4ChP9UBWB",1241300742473834498,585520634,27,0,False,831,0,0.0472027972027972,False
@BajajAutoFin how can you people be so shameless? Even in the current environment you people can’t stop cold calling on random numbers. If I get one more call I’ll make sure to raise a harassment complaint @TRAI @Airtel_Presence @DelhiPolice,1241300720860532736,1173949524177383426,0,0,False,0,1,0.01,False
"@DelhiPolice शालीमार बाग /कनिष्क अपार्टमेंट में दो लड़कियां दुबई से आई है। RWA के कहने पर भी ना मेडिकल टेस्ट करवा रही है ना ही घर में रह रही हैं। 100 पर शिकायत करवाई तो PCR वाले का कॉल आया कि इसमें हम क्या करेंगे !
PCR Official No - +918129307424
#Covid_19 @DcpNorthDelhi",1241300718209748992,489251832,88,0,False,94,0,0.7252747252747253,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241300675729883136,2304402961,215,0,False,377,0,0.5447635135135135,False
@noconversion @SudarshanNewsTV @SureshChavhanke @ZeeNews @iPushpendraKuls @Kulshrestha_PS @aajtak @ABPNews @SudhanshuTrived @DelhiPolice @PunjabPoliceInd @HTPunjab none of news channel expose this Christians missionary fraud agents.....pl expose this fraud and get him arrested soon.,1241300673624338433,106421790,0,0,False,141,0,0.2394575471698113,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300662710874112,203908279,42,0,False,32,0,0.8513513513513513,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300660039168000,132396745,42,0,False,43,0,0.7411764705882353,False
"@DelhiPolice @dcp_southwest @DcpNorthDelhi Dear Sir, I’m getting daily a call from unknown person asking me for bank credit card last call received from this no.  8595383769 location CP Delhi. Pls do something basically I live in Lucknow. I’m irritating now.",1241300650060689408,185569448,0,0,False,144,0,0.2571641791044776,False
"My friends @sarthakraizada, @solicitorNikunj, @pradosh_shetty &amp; I file a complaint with @DelhiPolice against #ShaheenBagh protesters under various sections of IPC, as the illegal gathering might soon become a hotbed for CoVID-19 &amp; a public health disaster. https://t.co/VFHw42Drsu",1241300601985568768,532406081,215,0,False,584,0,0.40362953692115144,False
"सोशल मीडिया पर खबर वायरल हुई कि 22 मार्च को दिल्ली में बिना किसी बड़ी वजह से अगर कोई घूमता दिखा तो उसपर दिल्ली पुलिस 11000Rs. का जुर्माना लगाएगी
अब @DelhiPolice ने इसका खंडन किया है कि ऐसा कोई नोटिफिकेशन जारी नहीं किया गया है
 @DCPSouthDelhi @NewsroomPostCom  @nikhil_anand_",1241300555831496704,142227784,1,1,False,468,1,0.00425531914893617,False
"@CMOPb @HMOIndia @PunjabPoliceInd @DelhiPolice @capt_amarinder @AmitShah 

Please arrest this fraud guy who is claiming that he will end COVID19 pandemic with this prayer. https://t.co/0Tfe1DIJSN",1241300494137647104,492268202,0,0,False,353,0,0.454470802919708,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300493315362818,4068975258,42,0,False,9072,1,0.0069124423963133645,False
"Keeping in view of Corona (Covid-2019) pandemic, sufficient number of Forehead Thermometer Gun, Masks and Sanitizers have been issued to the staff of Shahdara District for regular use till the pandemic subsides as a preventive measures @LtGovDelhi @CPDelhi @DelhiPolice https://t.co/h96vhxiXu6",1241300486860320769,848003465573945346,10,43,False,6353,1,0.005697783328129878,False
"@DCPEastDelhi @DelhiPolice @CPDelhi @LtGovDelhi Sir, kya karen. ? March closing ki wajah se sales walon par bahut pressure hai target ka. Please say something to private insurance company's seniors not to give pressure to sales guys else it will infect them as well risky for their family and others too.
#CoronavirusPandemic",1241300465901621248,1063968639160864769,0,0,False,6,0,0.02250755287009063,False
@irvpaswan @drharshvardhan @narendramodi हैंड सैनिटाइजर की कीमत को तभी नियंत्रित किया जा सकता जब आइसोप्राइल अल्कोहल के दाम नियंत्रित किए जाएंगे। 20 फरवरी को आइसोप्राइल अल्कोहल का थोक दाम मात्र ₹80 प्रति लीटर था जो आज विक्रेताओं ने  बढ़ाकर लगभग ₹300 प्रति लीटर कर दिया है। @irvpaswan @drharshvardhan @DelhiPolice,1241300461518389248,1158435038288998400,154,0,False,808,0,0.24012474012474014,False
"@DelhiPolice kis baat se dar rahe ap log??? Are you spineless? 
Learn something from @Uppolice . 
Kam se kaman kuch kar lo yar. 
Un 200-500 aunties se bhi jyada important log rahte hai Delhi me. https://t.co/Fxi5c7YIpl",1241300410414977024,931805976335761409,3,0,False,2201,1,0.002041742286751361,False
"This Fake Doc who is spreading lie about Corona virus &amp; encourage pple to come out their homes
1 of my friend got into his hoax earlier n paid fr it
@DelhiPolice pls look out

Science Has An Answer To Corona Scare - Dr. Biswaroop Roy Chowdhury https://t.co/0ozQ5m4HEW via @YouTube https://t.co/p4ChP9UBWB",1241300339216670720,1060713474,27,0,False,62167,1,0.0006511882175129433,False
@Abhishek_Mshra @DelhiPolice Fake,1241300332140879877,128841781,0,0,False,142,0,0.5698857142857142,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300318400339970,2905629992,42,0,False,184,0,0.27876106194690264,False
"Delhi Police (@DelhiPolice) says we have spotted this fake notice being circulated purportedly issued by Delhi Police. 

Delhi Police not issued any such advisory on imposition of fine on March 22

https://t.co/LPikq7230f",1241300288939503617,138425862,40,0,False,531,0,0.10507880910683012,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300140721410050,553275428,42,0,False,328,0,0.17027027027027028,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241300092985868290,1883925674,42,0,False,52,0,0.6702127659574468,False
"डॉक्टर साहब के हिसाब से कोरोना वायरस में हाथ धोना, घर मे रहना जरूरी नही है, 10k लोग मर गए, और मरेंगे  ये इनके लिए नार्मल बात है, @DelhiPolice kindly take action against @biswarooproy .He is asking people to roam at street, instead of creating awareness he is running his business https://t.co/uVVSqOqKHA",1241300088099459075,1184783451586580480,4,0,False,1863,1,0.0032137118371719335,False
"This Fake Doc who is spreading lie about Corona virus &amp; encourage pple to come out their homes
1 of my friend got into his hoax earlier n paid fr it
@DelhiPolice pls look out

Science Has An Answer To Corona Scare - Dr. Biswaroop Roy Chowdhury https://t.co/0ozQ5m4HEW via @YouTube https://t.co/p4ChP9UBWB",1241300075990507521,1184783451586580480,27,0,False,1863,0,0.02142857142857143,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241299990791647232,1083939318488428544,42,0,False,13,0,1.1454545454545455,False
@BehaniPragati @DelhiPolice @DCPWestDelhi https://t.co/Mznw5p810B,1241299989499805698,1101024786896044032,0,0,False,37,0,0.2602941176470588,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241299989071982593,845238463850987520,42,0,False,891,0,0.06752411575562701,False
"#FakeAlert

A fake notice is being circulated on social media claiming it to be issued by Delhi Police

@DelhiPolice has NOT issued any such advisory on imposition of a fine on March 22

 Let's resolve to make #JantaCurfew tomorrow, a success.
#IndiaFightsCorona #PIBFactcheck https://t.co/anIYJNWYib",1241299966552760321,66943912,42,0,False,1226,0,0.04968454258675079,False
